,id,created_time,text
104,1502926100145524738,2022-03-13 08:34:39+00:00,"@HarlemHookup Yes indeedy, you most certainly do have it (an ever-present craving for a tasty dick to chow down on)! 😥Unfortunately I can’t afford to fund a monthly subscription for the time being. #unemployment."
105,1502925940011143172,2022-03-13 08:34:01+00:00,RT @_GroundReality: The @ODRConnect Portal is working to reduce #unemployment in India and to create an #EducatedIndia. Wake up now or part…
106,1502925593477799938,2022-03-13 08:32:39+00:00,RT @WhatsAppLaws: The @ODRConnect Portal is working to reduce #unemployment in India and to create an #EducatedIndia. Wake up now or partie…
107,1502923670221697028,2022-03-13 08:25:00+00:00,"Future of Generation Z and millennials in our deadly democracy
#Unemployment #ClimateChange #Ignorance
https://t.co/2nx46ULUJa https://t.co/AAaGyctn6k"
108,1502923226590023683,2022-03-13 08:23:14+00:00,"RT @NH_India: Among various issues to be raised during #BudgetSession include evacuation and safety of Indian students in #Ukraine, #inflat…"
109,1502923149272403969,2022-03-13 08:22:56+00:00,"RT @NH_India: Among various issues to be raised during #BudgetSession include evacuation and safety of Indian students in #Ukraine, #inflat…"
110,1502922254849822721,2022-03-13 08:19:23+00:00,"RT @NH_India: Among various issues to be raised during #BudgetSession include evacuation and safety of Indian students in #Ukraine, #inflat…"
111,1502921330899001345,2022-03-13 08:15:42+00:00,"Among various issues to be raised during #BudgetSession include evacuation and safety of Indian students in #Ukraine, #inflation, #unemployment, labour matters, #MSP for #farmers as promised by govt, #MallikarjunKharge told reporters https://t.co/T49X0a1G8U"
112,1502917043464863744,2022-03-13 07:58:40+00:00,"Congress to raise issues of inflation, unemployment, students returning from Ukraine in Parliament
@INCIndia @kharge #Parliament #India #Ukraine #unemployment #TenNewsLive #TenNewsIndia

Read Story @TenNewsDotIn @tennewslive @vijaychowk @attachowk  https://t.co/jhrFbwiln3"
113,1502916266851450881,2022-03-13 07:55:35+00:00,RT @MimiChanPlush: @JoeBiden They keep questioning my eligibility and saying I quit when I didn’t. It’s been 3 months!~ #unemployment @UIFB…
114,1502916019953840132,2022-03-13 07:54:36+00:00,@JoeBiden They keep questioning my eligibility and saying I quit when I didn’t. It’s been 3 months!~ #unemployment @UIFBenefits
115,1502915159853264896,2022-03-13 07:51:11+00:00,"RT @Iam__Shadab: The horrible era of #UttarPradesh Part #2 about to began,

Be ready for every things, Just forget all the basic &amp; fundamen…"
116,1502909959109062659,2022-03-13 07:30:31+00:00,RT @ERICXENGBERG: Fuck a job!!! #unemployment https://t.co/pTzybYw4GT
117,1502908601089683461,2022-03-13 07:25:07+00:00,"RT @teampolstrat: #PolstratUpdate : LoP #RajyaSabha @kharge said, we held a discussion on the issues to be raised in the upcoming Parliamen…"
118,1502900334854909953,2022-03-13 06:52:17+00:00,"RT @NewFrame_News: When asked what her dream is, she quietly replies: “I just want to be employed.”
#Unemployment #Youth #Jobs 
https://t.c…"
119,1502900088166780929,2022-03-13 06:51:18+00:00,RT @_GroundReality: The @ODRConnect Portal is working to reduce #unemployment in India and to create an #EducatedIndia. Wake up now or part…
120,1502899875481980931,2022-03-13 06:50:27+00:00,RT @_CEPHRC: The @ODRConnect Portal is working to reduce #unemployment in India and to create an #EducatedIndia. Wake up now or parties lik…
121,1502899185875529731,2022-03-13 06:47:43+00:00,RT @WhatsAppLaws: The @ODRConnect Portal is working to reduce #unemployment in India and to create an #EducatedIndia. Wake up now or partie…
122,1502898606021365760,2022-03-13 06:45:24+00:00,RT @_OfficialECI: The @ODRConnect Portal is working to reduce #unemployment in India and to create an #EducatedIndia. Wake up now or partie…
123,1502894247028334592,2022-03-13 06:28:05+00:00,"RT @fpjindia: #Congress to raise issues of #Inflation, #Unemployment in #Parliament, says #MallikarjunKharge 

#India #News @INCIndia @khar…"
124,1502893701701414913,2022-03-13 06:25:55+00:00,"#Congress to raise issues of #Inflation, #Unemployment in #Parliament, says #MallikarjunKharge 

#India #News @INCIndia @kharge 

https://t.co/8YaAQfEch5"
125,1502893645581619200,2022-03-13 06:25:42+00:00,"The @ODRConnect Portal is working to reduce #unemployment in India and to create an #EducatedIndia. Wake up now or parties like BJP, Congress, AAP, etc would put a begging bowl in your hand says Visionary @IMPraveenDalal. #DigitalIndia #MakeInIndia #FailedDigitalIndia #IndiaAt75 https://t.co/I3U1RZNNuB"
